id,address,latitude,longitude
939,""广东省深圳市福田区荣生大楼"",NULL,NULL
940,""广东省深圳市罗湖区深南东路"",NULL,NULL
941,""广东省深圳市罗湖区坭岗路"",NULL,NULL
942,""广东省深圳市罗湖区鸿波大厦"",NULL,NULL
943,""广东省深圳市南山区石云村|4栋"",NULL,NULL
944,""广东省深圳市龙岗区"",NULL,NULL
945,""辽宁省沈阳市沈河区文艺路|44号"",NULL,NULL
946,""北京市海淀区紫竹院南路|17号"",NULL,NULL
947,""广东省深圳市罗湖区邮政大厦"",NULL,NULL
948,""陕西省西安市碑林区长鑫大厦"",NULL,NULL
949,""陕西省西安市未央区徐家湾"",NULL,NULL
950,""广东省深圳市罗湖区人民北路"",NULL,NULL
951,""广东省深圳市罗湖区国贸大厦"",NULL,NULL
952,""广东省深圳市罗湖区罗湖大厦|4栋"",NULL,NULL
953,""广东省深圳市罗湖区万通大厦"",NULL,NULL
954,""广东省深圳市盐田区沙头角"",NULL,NULL
955,""广东省深圳市盐田区沙头角"",NULL,NULL
956,""广东省深圳市罗湖区东门南路"",NULL,NULL
957,""广东省深圳市南山区南新路"",NULL,NULL
958,""北京市顺义区天柱路|10号"",NULL,NULL
959,""广东省深圳市福田区下梅林|2栋"",NULL,NULL
960,""广东省深圳市南山区南水步行街"",NULL,NULL
961,""广东省深圳市龙岗区东二村|6号"",NULL,NULL
962,""广东省深圳市福田区福华路|32"",NULL,NULL
963,""广东省深圳市福田区福安街|129栋"",NULL,NULL
964,""广东省深圳市福田区福强路"",NULL,NULL
965,""广东省深圳市龙华区老围村"",NULL,NULL
966,""广东省深圳市南山区南新路|32号"",NULL,NULL
967,""广东省深圳市罗湖区立新路|39"",NULL,NULL
968,""广东省深圳市福田区白沙岭"",NULL,NULL
969,""广东省深圳市盐田区横头街|2号"",NULL,NULL
970,""广东省深圳市龙岗区东门路"",NULL,NULL
971,""广东省深圳市福田区红荔西路"",NULL,NULL
972,""广东省广州市越秀区蛇口"",NULL,NULL
973,""广东省广州市"",NULL,NULL
974,""广东省广州市"",NULL,NULL
975,""广东省深圳市福田区红荔路|4018号"",NULL,NULL
976,""广东省深圳市南山区南新路|33号"",NULL,NULL
977,""广东省深圳市南山区南头街"",NULL,NULL
978,""广东省深圳市罗湖区爱国路"",NULL,NULL
979,""广东省深圳市福田区荔枝公园"",NULL,NULL
980,""广东省深圳市宝安区荔枝公园"",NULL,NULL
981,""广东省深圳市宝安区荔枝公园"",NULL,NULL
982,""广东省深圳市宝安区荔枝公园"",NULL,NULL
983,""广东省深圳市福田区红荔路"",NULL,NULL
984,""广东省深圳市龙岗区人工湖"",NULL,NULL
985,""广东省深圳市南山区工业厂房"",NULL,NULL
986,""广东省广州市从化区新南村"",NULL,NULL
987,""广东省深圳市宝安区荔枝公园"",NULL,NULL
988,""广东省深圳市福田区红会医院"",NULL,NULL
989,""广东省深圳市罗湖区东门北路|2070号"",NULL,NULL
990,""广东省深圳市罗湖区同庆阁|25"",NULL,NULL
991,""广东省深圳市罗湖区东门北路|2070号"",NULL,NULL
992,""广东省深圳市罗湖区东湖公园"",NULL,NULL
993,""广东省深圳市罗湖区"",NULL,NULL
994,""广东省深圳市罗湖区罗沙路|2076号"",NULL,NULL
995,""广东省深圳市罗湖区东湖公园"",NULL,NULL
996,""广东省深圳市罗湖区彭坑龙"",NULL,NULL
997,""广东省深圳市南山区深圳蛇口半岛花园"",NULL,NULL
998,""广东省深圳市龙岗区年丰村工业区"",NULL,NULL
999,""广东省深圳市福田区长源楼"",NULL,NULL
1000,""广东省深圳市福田区红岭北路"",NULL,NULL
1001,""广东省深圳市盐田区沙头角镇"",NULL,NULL
1002,""广东省深圳市福田区深圳音乐厅"",NULL,NULL
1003,""广东省深圳市罗湖区红岗路"",NULL,NULL
1004,""广东省深圳市罗湖区中兴路"",NULL,NULL
1005,""广东省深圳市罗湖区清水河"",NULL,NULL
1006,""广东省深圳市罗湖区解放西路"",NULL,NULL
1007,""广东省深圳市福田区北市场"",NULL,NULL
1008,""广东省深圳市罗湖区罗湖边检"",NULL,NULL
1009,""广东省深圳市南山区综合楼"",NULL,NULL
1010,""广东省深圳市龙岗区华侨新村|159号楼"",NULL,NULL
1011,""广东省深圳市宝安区松岗镇"",NULL,NULL
1012,""广东省江门市开平市祥龙三区|36号楼"",NULL,NULL
1013,""广东省深圳市罗湖区桂园路"",NULL,NULL
1014,""广东省深圳市罗湖区东湖公园"",NULL,NULL
1015,""广东省深圳市福田区幸福阁"",NULL,NULL
1016,""广东省深圳市南山区嘉进隆汽车广场"",NULL,NULL
1017,""广东省深圳市罗湖区太宁路|-"",NULL,NULL
1018,""广东省深圳市罗湖区清水河"",NULL,NULL
1019,""广东省深圳市罗湖区晒布路|1号"",NULL,NULL
1020,""广东省深圳市罗湖区解放路|34"",NULL,NULL
1021,""广东省深圳市"",NULL,NULL
1022,""广东省深圳市南山区利信综合楼"",NULL,NULL
1023,""广东省深圳市龙岗区翠峰丽景|2栋"",NULL,NULL
1024,""广东省深圳市"",NULL,NULL
1025,""广东省深圳市福田区北环加油站"",NULL,NULL
1026,""广东省深圳市宝安区福华路|11号"",NULL,NULL
1027,""广东省深圳市福田区北环路"",NULL,NULL
1028,""广东省深圳市福田区下梅林"",NULL,NULL
1029,""广东省深圳市福田区北环路"",NULL,NULL
1030,""广东省深圳市福田区下梅林"",NULL,NULL
1031,""广东省深圳市"",NULL,NULL
1032,""广东省深圳市南山区西丽"",NULL,NULL
1033,""广东省深圳市罗湖区深南东路"",NULL,NULL
1034,""广东省深圳市南山区太子路"",NULL,NULL
1035,""广东省广州市"",NULL,NULL
1036,""广东省珠海市香洲区金同路"",NULL,NULL
1037,""广东省深圳市福田区福华路"",NULL,NULL
1038,""广东省深圳市罗湖区解放路"",NULL,NULL
1039,""广东省深圳市福田区埔尾新村|28栋"",NULL,NULL
1040,""广东省深圳市福田区核电大厦"",NULL,NULL
1041,""广东省深圳市福田区园岭|45栋"",NULL,NULL
1042,""广东省深圳市罗湖区深南路"",NULL,NULL
1043,""广东省深圳市龙岗区红朱岭"",NULL,NULL
1044,""广东省深圳市罗湖区宝安南路"",NULL,NULL
1045,""广东省深圳市福田区南园路|12号"",NULL,NULL
1046,""广东省深圳市宝安区上兴村"",NULL,NULL
1047,""广东省深圳市龙岗区工业大道"",NULL,NULL
1048,""广东省深圳市龙岗区新南村"",NULL,NULL
1049,""广东省深圳市福田区下梅林"",NULL,NULL
1050,""广东省深圳市罗湖区长虹大厦"",NULL,NULL
1051,""广东省深圳市福田区下梅林"",NULL,NULL
1052,""广东省深圳市罗湖区深南东路|150"",NULL,NULL
1053,""广东省深圳市福田区福田商贸大厦"",NULL,NULL
1054,""广东省深圳市南山区光侨街"",NULL,NULL
1055,""广东省深圳市福田区市政工程公司"",NULL,NULL
1056,""广东省深圳市南山区华侨城"",NULL,NULL
1057,""广东省深圳市盐田区沙盐路"",NULL,NULL
1058,""广东省深圳市罗湖区城东街|9"",NULL,NULL
1059,""广东省深圳市龙岗区山顶别墅"",NULL,NULL
1060,""广东省广州市"",NULL,NULL
1061,""广东省深圳市福田区南园路|9号"",NULL,NULL
1062,""广东省深圳市福田区竹子林"",NULL,NULL
1063,""广东省深圳市南山区同乐村"",NULL,NULL
1064,""广东省深圳市罗湖区永新街"",NULL,NULL
1065,""广东省深圳市南山区南新路"",NULL,NULL
1066,""广东省深圳市南山区南新路|2028号"",NULL,NULL
1067,""广东省深圳市南山区南新路|46号"",NULL,NULL
1068,""广东省深圳市南山区上沙河"",NULL,NULL
1069,""广东省深圳市南山区南新路"",NULL,NULL
1070,""广东省深圳市南山区兴海路"",NULL,NULL
1071,""广东省深圳市南山区南水小区|A|9栋"",NULL,NULL
1072,""广东省深圳市龙岗区布吉"",NULL,NULL
1073,""广东省广州市番禺区邮电大楼"",NULL,NULL
1074,""山东省潍坊市昌邑市常太屯村"",NULL,NULL
1075,""广东省深圳市南山区兴海路"",NULL,NULL
1076,""广东省深圳市南山区上沙河"",NULL,NULL
1077,""广东省深圳市龙岗区龙岗区府大院"",NULL,NULL
1078,""广东省深圳市南山区南新路|88号"",NULL,NULL
1079,""广东省深圳市宝安区桃园路"",NULL,NULL
1080,""广东省深圳市南山区兴海路"",NULL,NULL
1081,""广东省深圳市南山区南新路|88号"",NULL,NULL
1082,""广东省深圳市福田区邮电综合楼"",NULL,NULL
1083,""广东省深圳市盐田区中英街|18号"",NULL,NULL
1084,""广东省深圳市罗湖区"",NULL,NULL
1085,""广东省深圳市南山区招商大厦"",NULL,NULL
1086,""广东省广州市花都区东方村"",NULL,NULL
1087,""广东省深圳市盐田区环城路"",NULL,NULL
1088,""广东省深圳市盐田区工业村"",NULL,NULL
1089,""广东省深圳市罗湖区建设路"",NULL,NULL
1090,""广东省深圳市罗湖区深南东路"",NULL,NULL
1091,""广东省深圳市福田区红岭中路"",NULL,NULL
1092,""广东省深圳市罗湖区深南东路|100号"",NULL,NULL
1093,""广东省深圳市罗湖区凉果街2号大院|5栋"",NULL,NULL
1094,""广东省深圳市罗湖区庆安大厦"",NULL,NULL
1095,""广东省深圳市福田区福华路|28号"",NULL,NULL
1096,""广东省深圳市罗湖区南华街|12栋"",NULL,NULL
1097,""广东省深圳市南山区蛇口"",NULL,NULL
1098,""广东省深圳市龙岗区金积嘉公司厂房"",NULL,NULL
1099,""广东省深圳市罗湖区深南东路"",NULL,NULL
1100,""广东省深圳市福田区兴华大厦"",NULL,NULL
1101,""广东省深圳市福田区上步振华"",NULL,NULL
1102,""广东省深圳市罗湖区桂园路|94"",NULL,NULL
1103,""广东省深圳市福田区兴华大厦"",NULL,NULL
1104,""广东省深圳市福田区迪富大厦"",NULL,NULL
1105,""广东省深圳市罗湖区房地产大厦"",NULL,NULL
1106,""广东省深圳市罗湖区红岭路|1号"",NULL,NULL
1107,""广东省深圳市罗湖区新平村"",NULL,NULL
1108,""广东省深圳市罗湖区金城大厦"",NULL,NULL
1109,""广东省深圳市南山区招商路"",NULL,NULL
1110,""广东省深圳市龙岗区龙东"",NULL,NULL
1111,""广东省深圳市盐田区环城路"",NULL,NULL
1112,""广东省深圳市盐田区沙头角"",NULL,NULL
1113,""广东省深圳市罗湖区深华商业大厦"",NULL,NULL
1114,""广东省深圳市龙华区爱国路|1号"",NULL,NULL
1115,""广东省深圳市坪山区和平路|26号"",NULL,NULL
1116,""广东省深圳市南山区南新路|3055"",NULL,NULL
1117,""广东省深圳市福田区统建办公楼"",NULL,NULL
1118,""广东省深圳市福田区福华路|32"",NULL,NULL
1119,""广东省深圳市福田区红荔路|1号"",NULL,NULL
1120,""广东省深圳市南山区统建楼"",NULL,NULL
1121,""吉林省长春市朝阳区红旗街|49"",NULL,NULL
1122,""广东省深圳市南山区蛇口荣村"",NULL,NULL
1123,""广东省深圳市龙岗区平湖"",NULL,NULL
1124,""广东省深圳市南山区田厦统建楼|5栋"",NULL,NULL
1125,""广东省深圳市南山区南新路"",NULL,NULL
1126,""广东省深圳市福田区百花公寓大厦"",NULL,NULL
1127,""广东省深圳市罗湖区解放路|3034号"",NULL,NULL
1128,""广东省深圳市宝安区新安街道47区"",NULL,NULL
1129,""广东省深圳市罗湖区湖贝路|63号"",NULL,NULL
1130,""广东省深圳市罗湖区房地产大厦"",NULL,NULL
1131,""广东省深圳市福田区华新小区"",NULL,NULL
1132,""广东省深圳市罗湖区红岗路"",NULL,NULL
1133,""广东省深圳市罗湖区新园路|1"",NULL,NULL
1134,""广东省广州市越秀区蛇口"",NULL,NULL
1135,""广东省广州市增城区安良村"",NULL,NULL
1136,""广东省深圳市龙华区观澜"",NULL,NULL
1137,""广东省深圳市罗湖区深圳戏院"",NULL,NULL
1138,""广东省深圳市罗湖区园林"",NULL,NULL
1139,""广东省深圳市罗湖区园林集团总部"",NULL,NULL
1140,""广东省深圳市福田区深圳市第二人民医院"",NULL,NULL
1141,""广东省深圳市"",NULL,NULL
1142,""广东省深圳市福田区华新小区|6栋"",NULL,NULL
1143,""广东省深圳市罗湖区解放路"",NULL,NULL
1144,""广东省深圳市南山区光华街"",NULL,NULL
1145,""广东省深圳市宝安区沙河工业区"",NULL,NULL
1146,""广东省深圳市南山区沙河"",NULL,NULL
1147,""广东省深圳市南山区南苑|A"",NULL,NULL
1148,""广东省深圳市龙岗区深汕路|148号"",NULL,NULL
1149,""广东省深圳市福田区深南中路|2"",NULL,NULL
1150,""广东省深圳市宝安区沙河工业区"",NULL,NULL
1151,""广东省深圳市南山区光华街"",NULL,NULL
1152,""广东省深圳市宝安区沙河工业区"",NULL,NULL
1153,""广东省深圳市盐田区粤和街|2号"",NULL,NULL
1154,""广东省深圳市罗湖区清水河一路|92号"",NULL,NULL
1155,""广东省湛江市霞山区阳光花园"",NULL,NULL
1156,""广东省深圳市罗湖区物资大厦"",NULL,NULL
1157,""广东省深圳市罗湖区桃园路|2号"",NULL,NULL
1158,""河南省郑州市"",NULL,NULL
1159,""广东省深圳市南山区兴工路"",NULL,NULL
1160,""广东省深圳市龙岗区坪东"",NULL,NULL
1161,""广东省深圳市福田区石厦路"",NULL,NULL
1162,""广东省深圳市罗湖区东晓路|3069号"",NULL,NULL
1163,""广东省深圳市福田区上步路"",NULL,NULL
1164,""广东省深圳市福田区同心路|7"",NULL,NULL
1165,""广东省深圳市宝安区北环路"",NULL,NULL
1166,""广东省深圳市盐田区田心东路|8号"",NULL,NULL
1167,""广东省深圳市福田区福华路|18号"",NULL,NULL
1168,""广东省珠海市香洲区翠前南路|43|-4"",NULL,NULL
1169,""广东省深圳市罗湖区水产大厦"",NULL,NULL
1170,""广东省深圳市罗湖区惠州经贸大厦"",NULL,NULL
1171,""广东省深圳市罗湖区桂园路|45"",NULL,NULL
1172,""广东省深圳市南山区太子路"",NULL,NULL
1173,""广东省深圳市龙岗区白泥坑"",NULL,NULL
1174,""广东省深圳市宝安区共乐村"",NULL,NULL
1175,""广东省深圳市罗湖区笋岗仓库"",NULL,NULL
1176,""广东省深圳市南山区南新路|2122号"",NULL,NULL
1177,""广东省深圳市宝安区解放路"",NULL,NULL
1178,""广东省深圳市福田区皇岗路"",NULL,NULL
1179,""广东省深圳市罗湖区解放路|78号"",NULL,NULL
1180,""广东省深圳市罗湖区建设路"",NULL,NULL
1181,""广东省深圳市龙华区人民北路|98栋"",NULL,NULL
1182,""广东省深圳市福田区竹子林"",NULL,NULL
1183,""广东省深圳市罗湖区湖贝路"",NULL,NULL
1184,""广东省深圳市福田区上步中路|1016号"",NULL,NULL
1185,""广东省广州市海珠区沥南苑新村"",NULL,NULL
1186,""广东省深圳市"",NULL,NULL
1187,""广东省深圳市南山区北环路"",NULL,NULL
1188,""广东省深圳市罗湖区田贝四路|12号"",NULL,NULL
1189,""广东省深圳市福田区八卦二路|526栋"",NULL,NULL
1190,""广东省江门市江海区金溪"",NULL,NULL
1191,""广东省深圳市南山区南山市场北侧"",NULL,NULL
1192,""广东省深圳市南山区西丽"",NULL,NULL
1193,""广东省深圳市"",NULL,NULL
1194,""广东省深圳市南山区大冲村"",NULL,NULL
1195,""广东省深圳市南山区向南村"",NULL,NULL
1196,""广东省深圳市盐田区沙头角"",NULL,NULL
1197,""广东省深圳市南山区碧涛苑"",NULL,NULL
1198,""广东省深圳市龙岗区大靓村"",NULL,NULL
1199,""吉林省吉林市龙潭区江密峰镇"",NULL,NULL
1200,""辽宁省沈阳市和平区河北街|15号"",NULL,NULL
1201,""广东省深圳市盐田区鹏湾一村|5栋"",NULL,NULL
1202,""广东省深圳市盐田区环城路"",NULL,NULL
1203,""广东省深圳市福田区华新小区"",NULL,NULL
1204,""广东省深圳市福田区下梅林村"",NULL,NULL
1205,""广东省深圳市福田区华海大厦"",NULL,NULL
1206,""广东省深圳市福田区华强北路|4号"",NULL,NULL
1207,""广东省深圳市福田区龙秋村"",NULL,NULL
1208,""广东省深圳市福田区新洲村"",NULL,NULL
1209,""广东省深圳市南山区新能源大厦"",NULL,NULL
1210,""广东省深圳市龙岗区人工湖"",NULL,NULL
1211,""广东省广州市黄埔区岗头"",NULL,NULL
1212,""广东省深圳市罗湖区联兴大厦|南座"",NULL,NULL
1213,""广东省深圳市罗湖区西湖大厦"",NULL,NULL
1214,""广东省深圳市罗湖区东门中路"",NULL,NULL
1215,""广东省深圳市龙岗区东门路|5号"",NULL,NULL
1216,""广东省深圳市福田区兴华大厦"",NULL,NULL
1217,""广东省深圳市福田区燕南路|405栋"",NULL,NULL
1218,""广东省深圳市罗湖区深南东路|2031号"",NULL,NULL
1219,""广东省深圳市罗湖区文锦中路|7号"",NULL,NULL
1220,""广东省深圳市罗湖区桂园路|37号"",NULL,NULL
1221,""广东省深圳市南山区蛇口"",NULL,NULL
1222,""广东省广州市"",NULL,NULL
1223,""广东省深圳市龙岗区教育新村"",NULL,NULL
1224,""广东省深圳市罗湖区南湖路"",NULL,NULL
1225,""广东省深圳市罗湖区新安路|29号"",NULL,NULL
1226,""广东省深圳市罗湖区东郊街|31号"",NULL,NULL
1227,""广东省深圳市罗湖区文锦路"",NULL,NULL
1228,""广东省深圳市罗湖区新园路|3栋"",NULL,NULL
1229,""广东省深圳市罗湖区龙屋|11幢"",NULL,NULL
1230,""广东省深圳市龙岗区教育新村"",NULL,NULL
1231,""广东省深圳市罗湖区口岸联检大楼"",NULL,NULL
1232,""广东省深圳市罗湖区新园路|58"",NULL,NULL
1233,""广东省深圳市龙岗区龙西路"",NULL,NULL
1234,""广东省深圳市宝安区沙井街"",NULL,NULL
1235,""广东省深圳市罗湖区文锦北路"",NULL,NULL
1236,""广东省深圳市罗湖区中兴路|219号"",NULL,NULL
1237,""广东省深圳市福田区中航公寓大厦|北座"",NULL,NULL
1238,""广东省深圳市罗湖区和平路|1089号"",NULL,NULL
1239,""广东省深圳市罗湖区怡景花园"",NULL,NULL
1240,""广东省深圳市罗湖区深圳市文化宫|-1号"",NULL,NULL
1241,""广东省深圳市罗湖区晒布路|4"",NULL,NULL
1242,""广东省深圳市龙岗区南新街"",NULL,NULL
1243,""广东省深圳市罗湖区新园路|5"",NULL,NULL
1244,""广东省深圳市罗湖区红岭中路|2031"",NULL,NULL
1245,""广东省深圳市龙岗区"",NULL,NULL
1246,""广东省深圳市宝安区荔园路|16号"",NULL,NULL
1247,""广东省深圳市罗湖区红岗路|1068号"",NULL,NULL
1248,""广东省深圳市罗湖区南极路|7"",NULL,NULL
1249,""广东省深圳市罗湖区木头龙八街"",NULL,NULL
1250,""广东省深圳市罗湖区解放路"",NULL,NULL
1251,""广东省深圳市罗湖区沿河东"",NULL,NULL
1252,""广东省深圳市罗湖区湖贝路|2017号"",NULL,NULL
1253,""广东省深圳市罗湖区翠园南街|88号"",NULL,NULL
1254,""广东省深圳市罗湖区东湖公园管理处"",NULL,NULL
1255,""广东省深圳市罗湖区东湖公园"",NULL,NULL
1256,""广东省深圳市罗湖区东湖公园"",NULL,NULL
1257,""广东省广州市越秀区蛇口"",NULL,NULL
1258,""广东省广州市"",NULL,NULL
1259,""广东省深圳市宝安区宝城第五区"",NULL,NULL
1260,""广东省深圳市罗湖区东湖公园"",NULL,NULL
1261,""广东省深圳市罗湖区东湖公园"",NULL,NULL
1262,""广东省深圳市罗湖区东湖公园管理处"",NULL,NULL
1263,""广东省深圳市罗湖区东湖公园"",NULL,NULL
1264,""广东省深圳市福田区长源楼"",NULL,NULL
1265,""广东省深圳市"",NULL,NULL
1266,""广东省深圳市福田区竹子林"",NULL,NULL
1267,""广东省深圳市南山区向南东村"",NULL,NULL
1268,""广东省深圳市南山区后海路"",NULL,NULL
1269,""广东省深圳市龙岗区荔枝岭"",NULL,NULL
1270,""广东省广州市"",NULL,NULL
1271,""广东省深圳市福田区林业大厦"",NULL,NULL
1272,""广东省深圳市"",NULL,NULL
1273,""广东省深圳市福田区长城大厦"",NULL,NULL
1274,""广东省深圳市福田区4号路"",NULL,NULL
1275,""广东省深圳市福田区市政公司大院"",NULL,NULL
1276,""广东省深圳市罗湖区迎春路|12"",NULL,NULL
1277,""广东省深圳市宝安区迎春路|2号"",NULL,NULL
1278,""广东省深圳市福田区4号路"",NULL,NULL
1279,""广东省深圳市南山区华侨城"",NULL,NULL
1280,""广东省深圳市福田区香蜜新村|25栋"",NULL,NULL
1281,""广东省深圳市南山区蛇口赤湾村"",NULL,NULL
1282,""广东省深圳市龙岗区守珍街"",NULL,NULL
1283,""广东省广州市白云区十六工业区"",NULL,NULL
1284,""广东省深圳市罗湖区清水河一路|92号"",NULL,NULL
1285,""广东省深圳市罗湖区红围街|3"",NULL,NULL
1286,""广东省深圳市南山区"",NULL,NULL
1287,""广东省深圳市盐田区沙深路|48号"",NULL,NULL
1288,""广东省深圳市罗湖区广场北街|13号"",NULL,NULL
1289,""广东省深圳市罗湖区南塘"",NULL,NULL
1290,""广东省深圳市福田区福田街"",NULL,NULL
1291,""广东省深圳市南山区南新路|18号"",NULL,NULL
1292,""广东省深圳市罗湖区爱国路|3号"",NULL,NULL
1293,""广东省深圳市南山区蛇口"",NULL,NULL
1294,""广东省深圳市龙岗区平湖村"",NULL,NULL
1295,""广东省广州市白云区食品大楼"",NULL,NULL
1296,""广东省深圳市福田区福华路|25号"",NULL,NULL
1297,""广东省深圳市福田区上步码头"",NULL,NULL
1298,""广东省深圳市罗湖区万通大厦"",NULL,NULL
1299,""广东省深圳市福田区红荔路"",NULL,NULL
1300,""广东省深圳市福田区经济大厦"",NULL,NULL
1301,""广东省深圳市罗湖区立新路|4"",NULL,NULL
1302,""广东省深圳市罗湖区水贝二路|6号"",NULL,NULL
1303,""广东省深圳市罗湖区房地产大厦"",NULL,NULL
1304,""广东省深圳市龙岗区南园路|17"",NULL,NULL
1305,""广东省深圳市福田区统建楼|2栋"",NULL,NULL
1306,""广东省深圳市龙岗区大街"",NULL,NULL
1307,""广东省深圳市宝安区湖滨路"",NULL,NULL
1308,""广东省深圳市龙岗区中兴路|69号"",NULL,NULL
1309,""广东省深圳市罗湖区新园路|3栋"",NULL,NULL
1310,""广东省深圳市罗湖区新园路|5"",NULL,NULL
1311,""北京市朝阳区朝阳门北大街|6"",NULL,NULL
1312,""广东省深圳市福田区南园路"",NULL,NULL
1313,""广东省深圳市福田区福华路"",NULL,NULL
1314,""广东省深圳市罗湖区房地产大厦"",NULL,NULL
1315,""广东省深圳市罗湖区登高村|1楼"",NULL,NULL
1316,""广东省深圳市罗湖区安华大厦"",NULL,NULL
1317,""广东省深圳市罗湖区桂园路"",NULL,NULL
1318,""广东省深圳市福田区福田"",NULL,NULL
1319,""广东省深圳市南山区南水小区|A|8栋"",NULL,NULL
1320,""广东省深圳市宝安区宝城12区"",NULL,NULL
1321,""辽宁省鞍山市铁西区达道湾村"",NULL,NULL
1322,""广东省深圳市罗湖区深圳水库"",NULL,NULL
1323,""广东省深圳市福田区科学馆"",NULL,NULL
1324,""广东省深圳市福田区红岭北路"",NULL,NULL
1325,""广东省深圳市福田区竹林小学"",NULL,NULL
1326,""广东省深圳市罗湖区文山楼|2楼"",NULL,NULL
1327,""广东省深圳市南山区南油生活a区|18栋"",NULL,NULL
1328,""广东省深圳市罗湖区桂园北路|17号"",NULL,NULL
1329,""广东省深圳市福田区上步路"",NULL,NULL
1330,""广东省深圳市罗湖区华通大厦"",NULL,NULL
1331,""广东省深圳市南山区招商大厦"",NULL,NULL
1332,""浙江省嘉兴市平湖市"",NULL,NULL
1333,""广东省广州市"",NULL,NULL
1334,""广东省深圳市福田区竹子林"",NULL,NULL
1335,""北京市东城区东滨河路|2号|1号楼"",NULL,NULL
1336,""广东省深圳市南山区上沙河"",NULL,NULL
1337,""广东省深圳市南山区西丽镇"",NULL,NULL
1338,""广东省深圳市南山区上沙河"",NULL,NULL
1339,""广东省深圳市南山区西丽"",NULL,NULL
1340,""广东省深圳市南山区西丽路"",NULL,NULL
1341,""广东省深圳市南山区南新路"",NULL,NULL
1342,""广东省深圳市南山区西丽路"",NULL,NULL
1343,""广东省深圳市南山区西丽"",NULL,NULL
1344,""广东省深圳市南山区前进大厦"",NULL,NULL
1345,""广东省广州市从化区新南村"",NULL,NULL
1346,""广东省广州市白云区西城工业区"",NULL,NULL
1347,""广东省深圳市福田区燕南路|5"",NULL,NULL
1348,""广东省深圳市罗湖区解放路"",NULL,NULL
1349,""广东省深圳市福田区东瓜岭"",NULL,NULL
1350,""广东省深圳市福田区莲花山"",NULL,NULL
1351,""广东省深圳市福田区东瓜岭"",NULL,NULL
1352,""广东省深圳市宝安区和平路|64号"",NULL,NULL
1353,""北京市朝阳区华威里|5"",NULL,NULL
1354,""广东省深圳市罗湖区第七工业区"",NULL,NULL
1355,""广东省深圳市宝安区熙龙湾花园|6"",NULL,NULL
1356,""广东省深圳市罗湖区东门北路|40号"",NULL,NULL
1357,""广东省深圳市福田区福田村"",NULL,NULL
1358,""广东省深圳市南山区碧涛中心"",NULL,NULL
1359,""广东省广州市天河区横岗"",NULL,NULL
1360,""广东省广州市"",NULL,NULL
1361,""广东省深圳市福田区三角楼"",NULL,NULL
1362,""广东省深圳市福田区福欣楼"",NULL,NULL
1363,""广东省深圳市福田区福华路|32"",NULL,NULL
1364,""广东省深圳市福田区福华路|30"",NULL,NULL
1365,""广东省深圳市福田区福华路|30"",NULL,NULL
1366,""广东省深圳市福田区防疫站"",NULL,NULL
1367,""广东省深圳市福田区福田村"",NULL,NULL
1368,""广东省深圳市福田区香蜜湖"",NULL,NULL
1369,""广东省江门市蓬江区港口路|23号"",NULL,NULL
1370,""广东省江门市开平市新市北路|225号"",NULL,NULL
1371,""广东省深圳市龙岗区辅城坳村"",NULL,NULL
1372,""广东省广州市"",NULL,NULL
1373,""广东省深圳市盐田区成坑村"",NULL,NULL
1374,""广东省深圳市罗湖区湖贝路"",NULL,NULL
1375,""广东省深圳市福田区下梅林"",NULL,NULL
1376,""广东省深圳市福田区北环油站"",NULL,NULL
1377,""广东省深圳市盐田区沙头角"",NULL,NULL
1378,""广东省深圳市罗湖区锦湖大厦"",NULL,NULL
1379,""辽宁省沈阳市和平区三好街|22|-1"",NULL,NULL
1380,""广东省深圳市盐田区东和路"",NULL,NULL
1381,""广东省江门市蓬江区永华路|79号"",NULL,NULL
1382,""广东省深圳市福田区连廊"",NULL,NULL
1383,""广东省深圳市福田区岗厦村"",NULL,NULL
1384,""广东省深圳市南山区徐志伟蛇口海滨花园商业中心"",NULL,NULL
1385,""广东省深圳市龙岗区龙岗"",NULL,NULL
1386,""广东省广州市"",NULL,NULL
1387,""广东省深圳市罗湖区沿河东路"",NULL,NULL
1388,""广东省深圳市福田区牛巷"",NULL,NULL
1389,""湖北省宜昌市西陵区大连路|33号"",NULL,NULL
1390,""广东省深圳市福田区大门村"",NULL,NULL
1391,""广东省深圳市福田区东怡大厦"",NULL,NULL
1392,""广东省深圳市福田区福田村"",NULL,NULL
1393,""广东省深圳市福田区西头村"",NULL,NULL
1394,""广东省深圳市盐田区沙头角"",NULL,NULL
1395,""广东省深圳市福田区红梅苑"",NULL,NULL
1396,""广东省深圳市南山区园丁石工业区"",NULL,NULL
1397,""广东省深圳市南山区南山办事处"",NULL,NULL
1398,""广东省深圳市南山区半岛花园a区|5栋"",NULL,NULL
1399,""广东省深圳市龙岗区金宝电子厂"",NULL,NULL
1400,""广东省广州市"",NULL,NULL
1401,""广东省深圳市福田区福华路|9"",NULL,NULL
1402,""广东省深圳市福田区福田村"",NULL,NULL
1403,""广东省深圳市福田区福田市场大厦"",NULL,NULL
1404,""广东省深圳市福田区福田村"",NULL,NULL
1405,""广东省深圳市福田区华富路"",NULL,NULL
1406,""广东省深圳市福田区祠堂村|35号楼"",NULL,NULL
1407,""广东省深圳市盐田区"",NULL,NULL
1408,""广东省深圳市福田区下梅林"",NULL,NULL
1409,""广东省深圳市福田区梅林村"",NULL,NULL
